고유번호,언어,상호명,콘텐츠URL,주소,신주소,전화번호,웹사이트,운영시간,교통정보,홈페이지 언어,대표메뉴
14751,ko,막걸리싸롱,https://korean.visitseoul.net/restaurants/막걸리싸롱/KOP014751?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014751,121-837 서울특별시 마포구 서교동 358-92,04040 서울특별시 마포구 와우산로21길 12-6 (서교동) 1층,02-324-1518,,15:00 ~ 02:00,2호선 홍대입구역 9번 출구  ,,막걸리전문점 
14834,ko,콩지POT지,https://korean.visitseoul.net/restaurants/콩지POT지/KOP014831?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014831,110-250 서울특별시 종로구 재동 34-1,03060 서울특별시 종로구 북촌로 21-15 (재동) ,02-745-2203,http://kongjipotji.fordining.kr/,매일 11:30 ~ 22:00  ,3호선 안국역 2번 출구,,"시그니처 새우오일파스타, 시그니처 최상급한우채끝살스테이크, 호두까르보나라"
11736,ko,라그릴리아 ,https://korean.visitseoul.net/restaurants/라그릴리아/KOP011736?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011736,137-887 서울 서초구 양재동 11-149 ,06737 서울 서초구 남부순환로 2620 (강남피타워) ,02-553-9192,https://lagrilliabox.com/,매일 11:00 ~ 22:00 ,"3호선, 신분당선 양재역 5번 출구  ",,"파스타&스테이크 세트, 홈다이닝 세트, 무화가 프로슈토 플랫피자"
18285,ko,수담한정식,https://korean.visitseoul.net/restaurants/수담한정식/KOP018285?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP018285,135-874 서울 강남구 삼성동 113 ,06153 서울 강남구 봉은사로 418 (조양빌딩) ,02-558-4900,http://www.sudam.or.kr/,"11:30~15:00, 17:30~22:00",9호선 선정릉역 1번 출구 / 9호선 삼성중앙역 7번 출구 ,"한국어,영어","진연상, 담정식, 선비상, 대감상"
12454,ko,오수흑두부,https://korean.visitseoul.net/restaurants/오수/KOP012454?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012454,110-300 서울 종로구 관훈동 29-9 29-9,03148 서울 종로구 인사동8길 12-2 (관훈동) ,02-735-5255,,매일 12:00 ~ 22:00 ,3호선 안국역 5번 출구  ,,"흑두부 보쌈, 오수한정식"
12913,ko,카나디안랍스터,https://korean.visitseoul.net/restaurants/카나디안랍스터/KOP012909?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012909,137-070 서울특별시 서초구 서초동 1465-11,06711 서울특별시 서초구 남부순환로 2385 (서초동) 3층,02-585-9624,,12:00 ~ 15:00 / 17:00 ~ 21:30,3호선 남부터미널역 5번 출구  ,,"랍스타 F세트, 랍스타 A세트"
13454,ko,평안도 족발집,https://korean.visitseoul.net/restaurants/평안도집-KR/KOP013454?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013454,100-391 서울시 중구 장충동1가 62-16 ,04606 서울특별시 중구 장충단로 174-6 (장충동1가) ,02-2279-9759,,일~토 11:00~21:00,3호선 동대입구역 3번 출구  ,,"족발, 녹두빈대떡, 막국수"
4899,ko,그랑씨엘,https://korean.visitseoul.net/restaurants/그랑씨엘/KOP004897?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004897,135-896 서울 강남구 신사동 650-22 650-22,06021 서울 강남구 도산대로45길 16-6 (신사동) 1층,02-548-0283,http://www.prepbox.co.kr/,"평일 11:00~15:00,17:00~22:00 / 주말 11:00~22:00",3호선 압구정역 3번 출구 분당선 압구정로데오역 5번 출구,,"엔초비오일 파스타, 해산물 빠에야, 머쉬룸 샐러드"
13324,ko,타셴,https://korean.visitseoul.net/restaurants/타셴1812/KOP013324?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013324, 서울 종로구 동숭동 1-44 1-81,03086 서울 종로구 동숭길 113 (동숭동) ,02-3673-4115,https://www.instagram.com/cafe_taschen/,매일 11:00 ~ 22:00,4호선 혜화역 1번 출구  ,,샌드위치
6541,ko,아카사카,https://korean.visitseoul.net/restaurants/아카사카1/KOP006539?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006539,137-070 서울 서초구 서초동 1327,06621 서울특별시 서초구 서초대로74길 23 서초타운트라팰리스 지하 1층,02-585-1145,http://www.akasaka.co.kr/,"월~금 11:30~14:30, 17:30~22:00 / 토요일 11:30~22:00","2호선, 신분당선 강남역 5,6번 출구  ",,"스페셜사시미, 활복코스요리, 아카사카 풀코스 요리"
34997,ko,모퉁이와플 & 모퉁이피크닉,https://korean.visitseoul.net/restaurants/모퉁이와플/KOP034997?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP034997, 서울 성동구 성수동1가 9-7 ,04778 서울 성동구 상원1길 33 (성수동1가) 1층&2층,070-4414-1682,http://naver.me/5844kwDQ,월~금 10:30 - 20:00 토~일 12:00 - 20:00,2호선 뚝섬역 6번 출구,한국어,
4698,ko,오우가,https://korean.visitseoul.net/restaurants/오우가/KOP004698?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004698, 서울 중구 충무로2가 62-5 ,04537 서울 중구 명동8가길 42 (충무로2가) ,02-753-7533,,매일 11:00~22:00,4호선 명동역 9번 출구,,"대나무쌈밥 정식, 녹차대나무식사, 생갈비정식, 삼겹살정식"
29994,ko,미스터케밥 이태원2호점,https://korean.visitseoul.net/restaurants/미스터케밥-이태원2호점/KOP029994?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP029994,140-858 서울 용산구 이태원동 136-45 ,04405 서울 용산구 우사단로 42 (이태원동) ,02-794-1997,http://www.mrkebab.co.kr/,매일 00:00~24:00,6호선 이태원역 3번 출구,"한국어, 영어","터키케밥양고기, 터키케밥닭고기"
5598,ko,홍능갈비집,https://korean.visitseoul.net/restaurants/홍능갈비집/KOP005598?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005598,130-869 서울 동대문구 청량리동 520-14 ,02470 서울 동대문구 제기로 85 (홍능갈비집) ,02-966-0420,,매일 11:30~21:30  ,1호선 청량리역 2번 출구    6호선 고려대역 5번 출구,,"한우생갈비, 양념갈비, 생갈비, 불고기"
10580,ko,부다스벨리,https://korean.visitseoul.net/restaurants/부다스벨리-kr/KOP010577?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010577,140-861 서울시 용산구 이태원동 457-1 ,04345 서울특별시 용산구 녹사평대로40길 48 (이태원동) ,1666-2753,https://www.instagram.com/buddhasbelly_official/,매일 11:30 ~ 15:30 / 16:30 ~ 22:00 ,6호선 녹사평역 1번 출구  ,,"푸님 팟 퐁 커리, 팟타이, 겡키완"
6520,ko,장사랑,https://korean.visitseoul.net/restaurants/장사랑/KOP006520?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006520,135-895 서울 강남구 신사동 624-47 624-47,06023 서울 강남구 언주로165길 7-4 (신사동) ,02-546-9994,,매일 11:00 ~ 16:00 / 17:00 ~ 21:00,3호선 압구정역 3번 출구  ,,"곤드레솥밥,바싹불고기정식,들깨수제비, 고등어구이"
13886,ko,두오모,https://korean.visitseoul.net/restaurants/두오모북스앤쿡스/KOP013884?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013884,110-033 서울특별시 종로구 효자동 40-2,03042 서울특별시 종로구 자하문로16길 5 (효자동) ,02-730-0902,https://www.instagram.com/hyojadongduomo/,"화 11:30~15:10 / 수~토 11:30~14:40, 18:00~21:00",3호선 경복궁역 3번 출구  ,,"두오모수프, 실버니들 티, 제주 레몬 소금의 담백한 하얀콩 새우 파스타"
13649,ko,할머니칼국수,https://korean.visitseoul.net/restaurants/할머니칼국수/KOP013646?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013646,110-807 서울특별시 종로구 돈의동 49-1,03133 서울특별시 종로구 돈화문로11다길 14-2 (돈의동) ,02-744-9548,,11:00 ~ 20:00 (재료 소진 시 마감),1호선 종로3가역 6번출구,,칼국수
13594,ko,죽향,https://korean.visitseoul.net/restaurants/죽향/KOP013594?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013594,100-032 서울특별시 중구 저동2가 72-17,04552 서울특별시 중구 마른내로 14 (저동2가) ,02-2265-1058,,"평일 10:00~16:00, 17:00~21:00 / 일 10:00~14:00",2호선 을지로3가 12번 출구  ,,"전복죽, 바지락 순두부죽, 토종닭죽, 낙지김치죽"
3711,ko,니와,https://korean.visitseoul.net/restaurants/니와-KR/KOP003707?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP003707,140-906 서울 용산구 이촌동 301-153 ,04423 서울 용산구 이촌로75길 22 ,02-790-0917,,17:00 ~ 24:00,"4호선, 경의중앙선 이촌역 3-1번 출구  ",,"오코노미야끼, 가오리구이, 수제고로케"
10447,ko,강남따로국밥,https://korean.visitseoul.net/restaurants/강남따로국밥/KOP010447?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010447, 서울 서초구 잠원동 20-1 대원빌딩,"06526 서울 서초구 신반포로47길 118 (잠원동, 근생빌딩) 2층",02-543-2527,,"평일 07:00~15:30, 17:00~21:00 /  주말 07:00~21:00",3호선 신사역 4번 출구,,"선지따로국밥, 수육"
4836,ko,마노디셰프,https://korean.visitseoul.net/restaurants/마노디셰프/KOP004836?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004836,135-090 서울특별시 강남구 삼성동 158-24,06169 서울특별시 강남구 테헤란로87길 21 (삼성동) ,02-561-9011,http://www.manodichef.co.kr/,평일 11:00 ~ 15:00 / 17:00 ~ 22:00 토요일 11:00 ~ 15:50 / 17:00 ~ 22:00 일요일 11:00 ~ 15:50 / 17:00 ~ 21:00,2호선 삼성역 5번 출구  ,,"마노디셰프 품격코스, 봉골레 알리 올리오 파스타, 로제 씨푸드 파스타"
2712,ko,뱅가,https://korean.visitseoul.net/restaurants/뱅가/KOP002708?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002708,135-895 서울특별시 강남구 신사동 634-1,06020 서울특별시 강남구 언주로168길 6 (신사동) ,02-516-1761,,18:00~02:00(익일),3호선 압구정역 3번 출구 분당선 압구정로데오역 5번 출구,,시저샐러드 알리오올리오 코리안비프
14778,ko,라세느,https://korean.visitseoul.net/restaurants/라세느/KOP014778?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014778,100-070 서울특별시 중구 소공동 1,04533 서울특별시 중구 을지로 30 (소공동) 롯데호텔서울 본관 1층,02-317-7171,http://www.lottehotel.com/seoul/ko/dining/resturants.asp?type=RE&seq=3&diningCd=LA,월~목요일 아침: 06:30~10:00 점심: 11:30~14:30 저녁: 18:00~21:30  금요일 아침: 06:30~10:00 점심: 11:30~14:30 저녁 1부: 17:30~19:30 저녁 2부: 20:00~22:00  토요일 및 공휴일 아침 : 06:30~10:00 점심 1부: 11:30~13:30 점심 2부: 14:00~16:00 저녁 1부: 17:30~19:30 저녁 2부: 20:00~22:00,2호선 을지로입구역 7번 출구,,
4860,ko,굴비마을,https://korean.visitseoul.net/restaurants/굴비마을/KOP004858?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004858,135-897 서울 강남구 신사동 652-8 652-8,"06019 서울 강남구 도산대로49길 10-8 (신사동, 신사동 K 빌딩) ",02-518-4424,,11:30 ~ 22:00,3호선 압구정역 3번 출구 분당선 압구정로데오역 5번 출구  ,,굴비
4143,ko,소호정,https://korean.visitseoul.net/restaurants/소호정/KOP004143?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004143,137-899 서울 서초구 양재동 392-11 ,06783 서울 서초구 논현로 27 (소호정) ,02-579-7282,http://www.sohojung.com/default/,매일 11:00~21:00,"3호선 양재역 8번 출구    신분당선 양재시민의 숲(매헌)역 2,3번 출구 도보 15분소요",,"안동국시, 국밥, 수육, 전"
32615,ko,신당동 떡볶이 골목,,  ,  ,,,,,,
6830,ko,손칼국수,https://korean.visitseoul.net/restaurants/손칼국수/KOP006830?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006830,110-530 서울 종로구 혜화동 74-37 ,03076 서울 종로구 혜화로 10-5 ,02-764-7947,,월~목 12:00~14:00 / 18:00~21:00 금요일 12:00~14:00   ,4호선 혜화역 4번 출구,,"칼국수, 생선전, 고추전, 빈대떡"
6135,ko,가람국시,https://korean.visitseoul.net/restaurants/가람국시/KOP006134?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006134,135-818 서울 강남구 논현동 83-19 83-19,06053 서울 강남구 언주로135길 13 (논현동) ,02-541-8200,,평일 11:30 ~ 15:00 / 17:00 ~ 22:00 주말 11:30 ~ 15:00 / 17:00 ~ 21:30,7호선 학동역 10번 출구  ,,"칼국수, 콩국수, 접시만두, 해물파전, 녹두전"
2668,ko,착한전복 ,https://korean.visitseoul.net/restaurants/착한전복/KOP002668?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002668,132-908 서울 도봉구 창동 334 ,01405 서울 도봉구 노해로65길 7-20 2층,02-903-4455,,매일 11:30~21:30,"1호선, 4호선 창동역 2번 출구  ",,"갈비탕, 전복삼계탕, 전복죽, 궁중갈비찜"
12282,ko,놋그릇가지런히 놋이,https://korean.visitseoul.net/restaurants/놋그릇가지런히-놋이/KOP012278?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012278, 종로구 통인동 118-9 ,03036 서울특별시 종로구 자하문로13길 3 (통인동) ,02-736-6262,http://www.noshi.co.kr/,10:00 ~ 19:00,3호선 경복궁역 2번출구,,
28498,ko,더리버 벨라쿠치나,https://korean.visitseoul.net/restaurants/더리버-벨라쿠치나/KOP028498?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP028498, 서울 서초구 반포동 1337-4 ,06500 서울 서초구 신반포로11길 39 (한강공원 구반포안내센터) The River ,02-595-7145,http://the-river.co.kr/,매일 12:00 - 15:00 / 17:30 - 21:00,"4,9호선 동작역 1번 출구 9호선 구반포역 2번 출구",한국어,"벨라 코스, 쿠치나 코스, 더리버 코스, 아보카도 새우 샐러드"
13236,ko,눈나무집,https://korean.visitseoul.net/restaurants/눈나무집1/KOP013234?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013234,110-230 서울특별시 종로구 삼청동 20-8,03050 서울특별시 종로구 삼청로 136-1 (삼청동) ,02-739-6742,,11:00 ~ 21:00,3호선 안국역 1번 출구  ,,"떡갈비, 녹두빈대떡, 두부김치, 평양만두, 김치말이국수"
6122,ko,황태본가,https://korean.visitseoul.net/restaurants/황태본가/KOP006118?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006118,150-879 서울 영등포구 여의도동 26 ,"07327 서울 영등포구 국제금융로2길 37 (여의도동, 에스트레뉴) ",02-786-8307,,평일 06:30~22:00,5호선 여의도역 3번 출구  ,,"황태구이, 황태찜"
30807,ko,해밀 비건베이커리,https://korean.visitseoul.net/restaurants/해밀-비건베이커리/KOP030807?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP030807,121-846 서울 마포구 성산동 239-24 ,03999 서울 마포구 동교로19길 101 (성산동) 1층, 070-7655-0723,https://www.instagram.com/haemilbakery/,평일 09:00 ~ 20:00 주말 09:00 ~ 19:00,6호선 망원역 1번 출구,,맛있는 비건빵
14605,ko,인사동 항아리수제비,https://korean.visitseoul.net/restaurants/인사동수제비/KOP014605?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014605,110-300 서울특별시 종로구 관훈동 29-2,03148 서울특별시 종로구 인사동8길 14-1 (관훈동) ,02-735-3361,,"평일 11:30~14:50, 17:00~21:00 / 주말 11:30~16:00, 17:00~21:00",3호선 안국역 6번 출구 5호선 종로3가역 5번 출구,,"항아리수제비, 해물파전, 골뱅이"
12154,ko,코레아노스키친 본점,https://korean.visitseoul.net/restaurants/코레아노스키친-압구정점/KOP012153?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012153, 강남구 신사동 657-11 지하1층,06018 서울특별시 강남구 선릉로157길 25 (신사동) 지하1층,02-547-4427,http://coreanoskitchen.com/,일~수 12:00~22:30 / 목~토 12:00~23:00,분당선 압구정로데오역 5번 출구,"한국어, 영어","치킨 타코, 치킨 퀘사디아, 스테이크 부리토"
429,ko,진풍정 (서울역점) ,https://korean.visitseoul.net/restaurants/진진바라-서울역점/KOP000429?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP000429,140-709 서울 용산구 동자동 12 ,04323 서울 용산구 후암로 107 (게이트웨이타워) ,02-777-8004,http://www.jinpoongjeong.com/poong/main/,매일 11:30 ~ 22:00 Break time 15:00~17:00,1호선 서울역 11번 출구 게이트타워 바로 연결 4호선 서울역 11번 출구 게이트타워 바로 연결,,"진연코스, 진풍정A, 진풍정B"
30904,ko,루나아시아,https://korean.visitseoul.net/restaurants/루나아시아/KOP030904?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP030904,135-878 서울 강남구 삼성동 152-62 ,"06166 서울 강남구 삼성로100길 15 (삼성동, 명당빌딩) ",+82-2-562-7992,http://lunaasia.modoo.at/,평일 11:00 - 22:00 (Break time 14:30 -17:00) 주말 12:00 - 21:00 공휴일 12:00 - 21:00,2호선 삼성역 5번 출구  9호선 삼성중앙역 5번 출구,한국어,
30985,ko,남미플랜트랩,https://korean.visitseoul.net/restaurants/남미플랜트랩/KOP030985?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP030985,137-819 서울 서초구 방배동 455-20 2층,"06677 서울 서초구 방배천로4안길 55 (방배동, 일신빌딩) 2층",02-522-1276,http://instagram.com/nammiplantlab,평일 12:00 ~ 16:00 / 17:30 ~ 21:00  주말 12:00 ~ 21:00,4호선 사당역 11번 출구 ,,"치즈야채 피자 17,000원 파스타베르데 15,000원"
31013,ko,두르가 본점 ,https://korean.visitseoul.net/restaurants/두르가-본점/KOP031013?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP031013,110-888 서울 종로구 종로1가 24 ,"03157 서울 종로구 종로 19 (종로1가, 르메이에르종로타운1) ",02-733-4786,http://www.durga.co.kr/,매일 10:30 ~ 14:00 / 17:00 ~ 22:00,1호선 종각역 1번 출구 5호선 광화문역 4번 출구 ,,
4240,ko,을밀대,https://korean.visitseoul.net/restaurants/을밀대/KOP004240?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004240,121-872 서울 마포구 염리동 147-6 ,04138 서울 마포구 숭문길 24 ,02-717-1922,,매일 11:00~22:00,6호선 대흥역 2번 출구,,"물냉면, 회냉면, 녹두전, 수육"
5354,ko,채근담,https://korean.visitseoul.net/restaurants/채근담/KOP005351?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005351,135-842 서울 강남구 대치동 983 983,06188 서울 강남구 역삼로98길 23 (일동빌딩) ,02-555-9173,http://www.chaegundaam.com/,점심 11:30 ~ 15:00 저녁 17:30 ~ 22:00,2호선 삼성역 3번 출구,,채정식(점심)  담정식(저녁)  선정식(저녁) 
11791,ko,와라쿠,https://korean.visitseoul.net/restaurants/와라쿠/KOP011791?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011791,135-888 서울 강남구 신사동 525-16 ,06028 서울 강남구 압구정로4길 13-7 ,0507-1416-2295,,매일 18:00~01:00 ,3호선 신사역 8번 출구,,"네기마, 쇼우니꾸, 돈도로, 규단"
2541,ko,태림산채정식,https://korean.visitseoul.net/restaurants/태림산채정식--Taerimsanchaejeongsik/KOP002537?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002537,132-033 서울 도봉구 쌍문3동 141-3,01442 서울특별시 도봉구 노해로60길 32 (쌍문동) ,02-998-5468,,11:00 ~ 15:00 / 17:00 ~ 21:00,4호선 쌍문역 4번출구,,산채정식 더덕구이 태림특정식
6476,ko,도이치하우스,https://korean.visitseoul.net/restaurants/도이치하우스/KOP006473?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006473,140-887 서울 용산구 한남동 653-68 ,"04402 서울 용산구 대사관로 46 (한남동, 서울빌딩) ",02-794-1313,,매일 11:30 ~ 02:00,6호선 이태원역 3번 출구  ,,"예딩거 둔켈, 신데렐라, 모둠소시지, 안심찹스테이크"
7169,ko,서석대,https://korean.visitseoul.net/restaurants/서석대/KOP007165?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP007165,137-070 서울 서초구 서초동 1678-1 동아빌라드 1층,"06631 서울특별시 서초구 서초대로 346, 동아빌라드 1층 (서초동) ",02-537-0077,http://www.seoseokdae.com,평일 11:30 ~ 15:00 / 17:00 ~ 22:00 주말 11:30 ~ 22:00,"2, 3호선 교대역 1번 출구",,"한우꽃등심, 한우육회, 갈낙탕, 서석대정식 "
8058,ko,일품향,https://korean.visitseoul.net/restaurants/일품향/KOP008058?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP008058,100-810 서울 중구 명동2가 105 ,04535 서울 중구 남대문로 52-13 ,02-753-6928,,매일 11:00~15:00 / 16:30~22:00   ,4호선 명동역 5번 출구,,"잡채밥, 삼선우동, 짬뽕"
2418,ko,보나세라,https://korean.visitseoul.net/restaurants/보나세라-KR/KOP002418?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002418,135-896 서울 강남구 신사동 650-1 ,06021 서울 강남구 도산대로45길 18-2 ,02-543-6668,http://www.buonasera.co.kr/ko/main/main.asp,수~금 12:00 ~ 15:00 / 18:00 ~ 22:30 주말 11:15 ~ 15:00 / 17:30 ~ 22:00,3호선 압구정역 3번 출구 수인분당선 압구정로데오역 5번 출구,"한국어, 영어, 중국어",
30983,ko,깔리 사당점,https://korean.visitseoul.net/restaurants/깔리-사당점/KOP030983?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP030983,137-818 서울 서초구 방배동 443-4 동화빌딩 4층 ,06692 서울 서초구 방배천로 21 (방배동) 동화빌딩 4층 ,02-581-2855,,11:30 ~ 22:00,"2, 4호선 사당역 11번 출구 ",,
31015,ko,두르가 종각점,https://korean.visitseoul.net/restaurants/두르가-종각점/KOP031015?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP031015,110-111 서울 종로구 관철동 45-2 2층,03189 서울 종로구 종로8길 5 (관철동) 2층 ,02-720-4786,http://www.durga.co.kr/,10:30 ~ 23:00,1호선 종각역 4번 출구  2호선 을지로입구역 3번 출구 ,,"난 2,000 ~ 4,000원 커리 10,000 ~ 13,000원"
2793,ko,석파랑,https://korean.visitseoul.net/restaurants/석파랑--Seokparang/KOP002791?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002791,110-020 서울 종로구 홍지동 125,03021 서울특별시 종로구 자하문로 309 (홍지동) ,02-395-2500,http://www.seokparang.co.kr,12:00 ~ 15:00 / 18:00 ~ 22:00,3호선 경복궁역 3번출구 ,,
31927,ko,감꽃당,https://korean.visitseoul.net/restaurants/감꽃당/KOP031927?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP031927,110-340 서울 종로구 익선동 166-17 감꽃당 ,03133 서울 종로구 돈화문로11다길 38 (익선동) 감꽃당 ,02-747-3999,,10:30 ~ 22:00,"1,3,5호선 종로3가역 4번 출구  ",,"에그타르트 4,500원"
14924,ko,오아시스,https://korean.visitseoul.net/restaurants/오아시스-KR/KOP014920?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014920,135-954 서울특별시 강남구 청담동 88-5,06014 서울특별시 강남구 도산대로55길 20 (청담동) ,02-548-8859,http://www.instagram.com/oasisbrunch,"월~토 09:00~19:00, 일 09:00~18:00",분당선 압구정로데오역 4번 출구,,"머쉬룸 크림 파스타, 햄 치즈 토마토 오믈렛, 에그베네딕트햄"
13004,ko,황우양곱창,https://korean.visitseoul.net/restaurants/황우양곱창/KOP013003?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013003, 서울 강남구 역삼동 689-14 700-11,06147 서울 강남구 언주로98길 5 (역삼동) ,02-554-8539,,11:30 ~ 23:00,2호선 선릉역 5번 출구,,
5292,ko,꽃지,https://korean.visitseoul.net/restaurants/꽃지/KOP005292?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005292,135-881 서울 강남구 삼성동 160-18 160-18,"06170 서울 강남구 봉은사로 610 (삼성동, 수도빌딩) ",02-561-8788,https://kkotji.modoo.at/,매일 11:30~21:30 (Break Time 15:00~17:00),2호선 삼성역 7번 출구 9호선 봉은사역 5번 출구  ,,"간장게장정식, 대하구이, 양념게장, 게살비빔밥, 뚝배기 꽃게탕"
32413,ko,밤에도 먹을 수 있는 한국 대표 야식 리스트,,  ,  ,,,,,,
2906,ko,카페티퍼스트에비뉴,https://korean.visitseoul.net/restaurants/카페t1/KOP002906?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002906,135-954 서울특별시 강남구 청담동 89-9,06016 서울특별시 강남구 도산대로59길 9 (청담동) ,02-517-0255,,"월~목 10:00~23:00, 금~일 10:00~24:00",7호선 강남구청역 4번 출구 분당선 압구정로데오역 4번 출구 도보 5분소요 ,,
12424,ko,정원순두부,https://korean.visitseoul.net/restaurants/정원순두부-K/KOP012424?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012424, 서울 중구 서소문동 120-28 120-12,04513 서울 중구 세종대로11길 33 (서소문동) ,02-755-7139,,평일 10:00 ~ 15:00 / 17:00 ~ 22:00 토요일 10:30 ~ 15:00,1호선 시청역 9번 출구,,"굴순두부, 순두부, 소고기순두부"
2713,ko,램랜드 ,https://korean.visitseoul.net/restaurants/램랜드/KOP002713?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002713,121-876 서울 마포구 용강동 494-32 ,04159 서울 마포구 토정로 255 ,02-704-0223,http://www.lambland.kr/,"11:30~14:00, 16:00~21:30",5호선 마포역 1번 출구   ,,"삼각갈비, 수육, 전골, 용봉탕"
2714,ko,채선당(신내점),https://korean.visitseoul.net/restaurants/채선당신내점--ChaesundangSinnae/KOP002714?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002714,131-866 서울 중랑구 신내동 387-1 ,"02068 서울 중랑구 용마산로 623 (신내동, 삼부그린스포츠센터) ",02-3421-0313,http://www.chaesundang.co.kr ,매일 11:00 ~ 22:00 ,"7호선 상봉역 2번 출구, 240, 260번 버스를 타고 신내초등학교 앞 하차. 도보 1분  ",한국어,"월남쌈샤브, 월남쌈한우샤브, 해물샤브, 스페셜모듬샤브"
14708,ko,차이린,https://korean.visitseoul.net/restaurants/차이린/KOP014705?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014705,135-090 서울특별시 강남구 삼성동 71-24,06086 서울특별시 강남구 삼성로112길 10 (삼성동) ,02-543-2847,,평일 11:30~15:00 / 17:00~21:30  주말 11:30~21:30,7호선 청담역 6번 출구 9호선 삼성중앙역 3번 출구 도보3분,,"마파두부, 꿔바로우, 양장피, 구수계"
12478,ko,조금,https://korean.visitseoul.net/restaurants/조금-K/KOP012478?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012478,110-300 서울시 종로구 관훈동 118-36 ,03146 서울특별시 종로구 인사동길 62-4 (관훈동) ,02-734-0783,,"평일 10:30~15:00, 16:50~20:30 / 주말 10:30~15:00, 16:00~20:30",3호선 안국역 6번 출구,,"조금솥밥, 전복솥밥, 양송이솥밥, 숯불꼬치구이"
5627,ko,갈비명가 이상(본점),https://korean.visitseoul.net/restaurants/갈비명가-이상과누룽지백숙돈암본관/KOP005627?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005627,136-813 서울 성북구 돈암동 12-8 ,02807 서울 성북구 정릉로 364 ,0507-1449-8701,http://esang.co.kr/,매일 11:00~22:00,4호선 길음역 2번 출구,한국어,"이상갈비, 왕본구이, 전복갈비탕, 갈비탕"
